,name,online_order,book_table,rate,votes,location,rest_type,cuisines,type,city,review_sentimen
22687,Biryani Times,0,0,3.5,16,29,1,1,2,12,3.0
22688,KHANAPUR TIFFINS,0,0,3.700448817952718,0,80,1,2,2,12,0.0
22689,Hunger Nights,0,0,3.700448817952718,0,29,1,2,2,12,1.0
22690,Sambram,0,0,3.700448817952718,0,29,1,2,2,12,0.0
22691,Hotel Akshaya Restaurant,0,0,3.700448817952718,0,29,1,2,2,12,0.0
22692,Uttara Karanataka Mess,0,0,3.3,5,29,1,1,2,12,3.0
22693,Arabian Nights,0,0,3.700448817952718,0,29,2,3,2,12,3.0
22694,Taruni Foods,0,0,3.700448817952718,0,29,1,2,2,12,0.0
22695,RBP Greens Garden,1,0,2.7,48,0,1,2,2,12,4.0
22696,Spice Up,1,0,3.8,146,29,1,1,2,12,3.0
22697,Jayanagar Grill House,1,0,3.5,35,32,1,2,2,12,3.0
22698,Dal Roti,1,0,3.7,117,29,1,1,2,12,3.0
22699,Central Jail Restaurant,1,0,3.8,416,32,1,4,2,12,3.0
22700,Restro Cafe,1,0,3.8,30,32,1,1,2,12,4.0
22701,Crepe Nation,1,0,3.8,12,80,1,2,2,12,3.0
22702,Davangere Benna Dose Hotel,1,0,4.1,90,32,1,1,2,12,4.0
22703,Thirsty Tiger,0,1,3.5,54,29,2,2,2,12,3.0
22704,Nite Out,1,0,3.9,162,29,1,3,2,12,3.0
22705,Chaat Chatore,0,0,3.700448817952718,0,29,1,1,2,12,3.0
22706,The Paratha Stories,1,0,3.700448817952718,0,29,1,1,2,12,3.0
22707,Favourite Restaurant,1,0,3.700448817952718,0,29,2,1,2,12,3.0
22708,Karavali Lunch Home,1,0,3.7,51,49,1,2,2,12,3.0
22709,Jalpaan,1,1,4.0,870,32,1,2,2,12,3.0
22711,Bella,1,1,3.9,143,32,1,3,2,12,1.0
22712,Mangalore Lunch Home,1,0,3.6,42,0,1,3,2,12,3.0
22713,Papacream,1,0,3.7,17,29,1,2,2,12,3.0
22714,You N Cane,1,0,3.700448817952718,0,32,1,2,2,12,1.0
22715,New Rajadhani Spicy,1,0,3.7,67,49,1,1,2,12,3.0
22716,Dazu Momoz,1,0,3.700448817952718,0,0,1,2,2,12,0.0
22717,Hungry Buddies,0,0,3.4,34,0,1,1,2,12,4.0
22718,Shake The Shake,1,0,3.700448817952718,0,0,1,1,2,12,0.0
22719,Kitchen24,1,0,3.700448817952718,0,0,1,6,2,12,3.0
22720,Smoke Oil Salt,1,0,3.700448817952718,0,0,1,1,2,12,3.0
22721,Northern Bites,1,0,3.2,51,3,1,2,2,12,1.0
22722,Vindu Andhra Ruchulu,1,0,3.8,282,32,1,3,2,12,0.0
22723,Kataria's Pakwan,1,0,3.3,97,49,1,1,2,12,3.0
22724,The French Loaf,1,0,2.9,25,3,2,3,2,12,3.0
22725,China Tang,1,0,3.7,41,0,2,1,2,12,3.0
22726,Sandwich Shop,1,0,2.9,47,29,1,3,2,12,4.0
22727,Cable Car,1,1,4.3,1247,32,1,2,2,12,3.0
22728,B.M.W Bhookh Mitaane Wala,1,0,3.6,12,29,1,3,2,12,3.0
22729,TGI Fridays,1,1,3.9,1340,3,1,4,2,12,3.0
22730,MK Dabbawala,0,0,3.0,22,3,1,1,2,12,1.0
22731,Hungry Haters,1,0,3.700448817952718,0,29,1,2,2,12,0.0
22732,Vennela Andhra Meals,1,0,3.0,23,32,1,1,2,12,3.0
22733,DeliBox.in,1,0,3.7,67,0,1,1,2,12,3.0
22734,Just Bite@Late Night,1,0,3.700448817952718,0,0,1,4,2,12,3.0
22735,Punjabi Times,1,1,4.1,1027,3,1,1,2,12,3.0
22736,Mandi,1,1,3.8,561,29,1,1,2,12,3.0
22737,Swad Restaurant,1,0,3.7,115,0,1,2,2,12,2.0
22738,Kabab Treat,1,0,2.8,335,3,1,2,2,12,1.0
22739,Zhangs Classic,1,0,2.6,170,3,1,3,2,12,3.0
22740,Mango Tree- The Beer Garden,1,1,4.1,1322,29,1,3,2,12,3.0
22741,Kollapuri's,0,0,3.6,135,32,1,1,2,12,3.0
22742,Bawarchi Inn,1,0,3.1,140,0,1,4,2,12,3.0
22744,GFC Biryani,1,0,3.700448817952718,0,0,1,1,2,12,0.0
22745,Pallavi North Indian Veg Restaurant,0,0,3.7,246,29,1,3,2,12,3.0
22746,Al-Marhaba Restaurant,1,0,3.700448817952718,0,0,1,5,2,12,0.0
22747,Earth Plate Express,1,0,3.9,33,29,1,2,2,12,4.0
22748,Totus,1,0,3.700448817952718,0,0,1,1,2,12,3.0
22749,Jhasaa,1,0,3.2,8,0,2,5,2,12,3.0
22750,Naati Biriyani,0,0,3.1,4,0,1,2,2,12,0.0
22751,The Biryani House,1,0,3.700448817952718,0,29,1,1,2,12,0.0
22752,Tongue Twisters,1,0,3.5,283,0,1,3,2,12,3.0
22753,Nagarjuna,0,0,4.2,1292,3,1,2,2,12,3.0
22754,Cafe Fattoush,1,0,3.8,24,0,1,2,2,12,3.0
22755,Narmadha's Hyderabad Biriyani,0,0,3.9,205,0,1,3,2,12,3.0
22756,Vaho Kafe & Pressery,0,0,3.9,124,3,1,7,2,12,3.0
22757,Gundu Pulav,0,0,3.3,4,32,1,1,2,12,0.0
22758,Northern Bites,0,0,3.700448817952718,0,3,1,3,2,12,0.0
22759,Rotti Mane,0,0,3.6,13,32,1,1,2,12,3.0
22760,Athithi,0,0,2.8,80,3,1,4,2,12,3.0
22761,Night Cafe,0,0,3.0,44,0,2,3,2,12,1.0
22762,Jiyo Natural,0,0,3.6,14,80,1,2,2,12,3.0
22763,Fitbakes,0,0,3.6,13,32,1,2,2,12,4.0
22764,D2V Cafe,0,0,3.6,13,3,1,1,2,12,3.0
22765,Coastal Inn,0,0,3.4,66,3,1,3,2,12,3.0
22766,Andhra Bhojanam,0,0,3.6,21,3,1,3,2,12,1.0
22767,Mr Shawarma,0,0,3.700448817952718,0,3,1,1,2,12,0.0
22768,The Little Kitchen,0,0,3.8,27,32,1,2,2,12,3.0
22769,Singh Da Dhaba,0,0,3.3,5,0,1,1,2,12,4.0
22770,Amaravati Grand,0,0,3.4,7,0,1,3,2,12,4.0
22771,Pohawala,0,0,3.700448817952718,0,3,2,1,2,12,0.0
22772,Cafe Choco Craze,0,0,3.7,9,3,1,3,2,12,3.0
22773,Santhrupthi Halli Mane,0,0,3.700448817952718,0,0,1,3,2,12,0.0
22774,Night Bell,0,0,3.1,53,80,1,2,2,12,1.0
22775,The Fresh Wok,0,0,3.3,10,0,2,1,2,12,4.0
22776,Swad Family Restaurant,0,0,3.700448817952718,0,3,1,2,2,12,4.0
22777,Om Nom Thai,0,0,3.700448817952718,0,80,1,2,2,12,0.0
22778,The Sofraah Kebabs & Kurries - Eden Park Restaurants,0,1,3.8,176,32,1,2,2,12,4.0
22779,Halli Rotti Manne,0,0,3.4,9,32,1,1,2,12,3.0
22780,Moms Flavor,0,0,3.700448817952718,0,29,1,2,2,12,0.0
22781,Swad Plaza,1,0,3.4,6,0,1,2,2,12,1.0
22782,Melt - Eden Park,1,1,4.0,347,29,1,5,2,12,3.0
22783,Midnight Restro,1,0,3.4,55,0,1,2,2,12,4.0
22784,Gharelu Zaika,1,0,3.7,22,29,1,1,2,12,3.0
22785,Status,0,0,3.3,67,3,1,2,2,12,3.0
22786,Flavour of China,1,0,3.8,254,0,1,1,2,12,3.0
22787,Late Night,1,0,3.7,288,49,1,2,2,12,1.0
22788,Desi Vibes,1,0,3.7,46,0,1,2,2,12,3.0
22789,Spicy World,1,0,3.4,7,29,2,1,2,12,4.0
22790,Odhavji Kitchen,1,0,3.700448817952718,0,49,1,2,2,12,0.0
22791,Perch,1,0,3.700448817952718,0,0,1,1,2,12,3.0
22792,Healthy Parathawala,1,0,3.700448817952718,0,0,1,1,2,12,0.0
22793,Dabba Karkhana,1,0,3.5,17,0,2,1,2,12,3.0
22794,Eshanya,1,1,4.1,1080,32,1,2,2,12,3.0
22795,Food Times,1,0,3.700448817952718,0,29,2,2,2,12,1.0
22796,Sagar Fast Food,1,0,3.7,66,0,1,3,2,12,4.0
22797,Heritage Cafe,1,0,3.6,11,32,1,2,2,12,3.0
22798,The Cravery,1,0,2.6,18,29,1,1,2,12,1.0
22799,Desi Aahar,0,0,3.700448817952718,0,0,1,3,2,12,3.0
22800,The Juicy,1,0,3.5,13,29,1,2,2,12,2.0
22801,Siddique Kabab Centre,1,0,3.1,68,32,1,3,2,12,3.0
22802,Targaryen's Kitchen,1,0,3.6,43,29,1,3,2,12,3.0
22803,Polar Bear,1,0,3.700448817952718,0,10,1,1,2,12,3.0
22804,Frozen Bottle,1,0,3.7,60,29,1,3,2,12,2.0
22805,Akshaya Grand,1,0,3.4,29,0,1,1,2,12,3.0
22806,Shri Vinayaka Ice N Juice,1,0,3.7,17,32,1,2,2,12,4.0
22807,Sri Bhagya Grand,1,0,3.4,185,3,1,5,2,12,3.0
22808,The Biriyani Factory,1,0,3.1,30,0,1,2,2,12,4.0
22809,Kickin Burger,1,0,3.1,22,32,1,1,2,12,3.0
22810,Grow Fit,1,0,3.6,16,29,2,3,2,12,3.0
22811,Upahara Sagar,0,0,3.0,25,32,1,3,2,12,3.0
22812,Desi Cream Junction,1,1,3.7,36,32,1,4,2,12,3.0
22813,Sweet Chariot,1,0,2.8,25,3,1,2,2,12,3.0
22814,Chawla's 2 Online.com,1,0,3.700448817952718,0,22,1,1,2,12,0.0
22815,Kitchens@BTM,1,0,3.9,225,0,2,8,2,12,1.0
22816,BOX8- Desi Meals,1,0,4.1,427,3,2,3,2,12,1.0
22817,Mojo Pizza - 2X Toppings,1,0,4.3,476,0,2,1,2,12,3.0
22818,The Lounge - Eden Park Restaurants,0,1,3.8,151,32,1,2,2,12,3.0
22819,Wat-a-Biryani,0,0,3.700448817952718,0,49,1,1,2,12,1.0
22820,Baker's Glove,1,0,3.4,8,32,2,2,2,12,3.0
22821,Limra Hotel,1,0,3.3,26,0,1,2,2,12,2.0
22822,Adithya,1,0,3.2,9,32,1,2,2,12,3.0
22823,Chef Master,1,0,3.8,75,32,1,3,2,12,3.0
22824,Malhar Maharashtrian Cuisine,1,0,4.0,101,3,1,1,2,12,3.0
22825,Akshaya Sweets & Chats,1,0,3.700448817952718,0,32,1,2,2,12,4.0
22826,Juice Fresco & Pizza,1,0,3.4,12,29,2,2,2,12,3.0
22827,Crystal Grandeur,1,0,3.700448817952718,0,32,1,3,2,12,0.0
22828,The Breakfast Adda,1,0,3.700448817952718,0,3,1,1,2,12,0.0
22829,Fritz Haber,1,0,3.4,4,80,1,2,2,12,0.0
22830,Lord Of The Kitchen,1,0,3.9,57,49,1,2,2,12,4.0
22831,BEIR,1,0,3.700448817952718,0,3,1,2,2,12,4.0
22832,Natural Ice Cream,0,0,4.3,425,3,1,2,2,12,3.0
22833,La Casa,0,1,3.7,570,32,1,4,2,12,3.0
22834,New Kabab Plaza,1,0,3.7,136,0,1,2,2,12,3.0
22835,The Ganache Factory,0,0,4.2,127,32,1,2,2,12,3.0
22836,Sharma Ji Chaats And Desi khana,0,0,3.700448817952718,0,32,1,2,2,12,4.0
22837,Hari Super Sandwich,0,0,4.1,163,32,1,2,2,12,3.0
22838,Bake-ooh,0,0,3.7,17,3,2,1,2,12,3.0
22839,Sree Banashankari Donne Biriyani,1,0,3.700448817952718,0,67,1,2,2,12,0.0
22840,Bangalore Pizza & Pulse Juice Bar,0,0,3.700448817952718,0,3,1,2,2,12,0.0
22841,Smoor,1,0,3.6,17,3,1,3,2,12,3.0
22842,New Shanthi Sagar,0,0,3.700448817952718,0,0,2,4,2,12,3.0
22843,The Hot Cafe,0,0,3.2,24,49,1,1,2,12,1.0
22844,Joey's,0,0,3.7,43,0,1,2,2,12,3.0
22845,Dilish Kitchens,0,0,3.7,29,0,1,2,2,12,3.0
22846,Aami Kolkata,0,0,3.3,5,3,1,1,2,12,3.0
22847,Guru Garden,0,0,2.9,107,3,1,2,2,12,3.0
22848,Divina - Eden Park Restaurants,0,0,4.0,147,32,1,1,2,12,3.0
22849,Lakshmi Sweets,0,0,3.700448817952718,0,32,1,1,2,12,0.0
22850,Tasty Corner Veg And Non Veg,0,0,3.700448817952718,0,49,1,3,2,12,3.0
22851,Shree Manjunatha Bar and Restaurant,0,0,3.4,9,38,1,3,2,12,3.0
22852,Shee-Sha Cafe,0,1,3.6,39,3,2,4,2,12,4.0
22853,Ludo CafÃÂÃÂÃÂÃÂ©,0,0,3.9,144,49,1,3,2,12,3.0
22854,Crave Bite,0,0,3.6,19,32,1,4,2,12,1.0
22855,UNIK Food,0,0,3.3,4,32,1,2,2,12,0.0
22856,Sultan's Biryani,0,0,3.0,12,3,1,2,2,12,1.0
22857,Hearts Unlock Cafe,0,0,3.2,11,0,1,2,2,12,3.0
22858,Blue Berry Restaurant,0,0,2.9,17,0,1,3,2,12,3.0
22859,4671 Indian Coastal Cuisine,0,0,3.700448817952718,0,3,1,3,2,12,0.0
22860,Bangali Babu Restaurant,0,0,3.700448817952718,0,0,1,3,2,12,3.0
22861,Eat N Pack,0,0,3.700448817952718,0,0,1,1,2,12,0.0
22862,RICE BAR,0,0,3.1,7,3,1,2,2,12,1.0
22863,Pizza Da Dhaba,0,0,3.2,8,3,1,2,2,12,3.0
22864,Resto,0,0,3.7,40,3,1,4,2,12,3.0
22865,Shaahi Mezbaan Restaurant,0,0,3.1,9,0,1,1,2,12,3.0
22866,Day N Night Kitchen,0,0,3.2,35,0,1,3,2,12,3.0
22867,Mom's Momos,0,0,3.3,6,3,1,1,2,12,3.0
22868,Aishwarya Parkland,0,0,2.9,59,3,1,2,2,12,3.0
22869,Slice of Spice,0,0,3.1,4,3,1,2,2,12,1.0
22870,Bao and Rolls,0,0,3.6,19,3,1,3,2,12,3.0
22871,Snaxup Restaurant,0,0,3.5,31,0,1,3,2,12,4.0
22872,Lord of Combos,0,0,3.700448817952718,0,32,1,1,2,12,0.0
22873,Iyengar's Cakes and Cookies,0,0,3.700448817952718,0,3,1,1,2,12,0.0
22874,The Chef Restaurant,0,0,3.700448817952718,0,0,1,3,2,12,0.0
22875,Sai Samosa & Chat Corner,0,0,3.3,9,3,2,2,2,12,3.0
22876,Chocolate Junction,0,0,3.700448817952718,0,3,1,1,2,12,0.0
22877,Juice Tree,0,0,3.700448817952718,0,49,2,2,2,12,3.0
22878,Juice And Joy,0,0,3.700448817952718,0,32,2,2,2,12,1.0
22879,Udupi Thadka,0,0,3.700448817952718,0,0,1,3,2,12,3.0
22880,Pabrai's Fresh and Naturelle Icecreams,0,0,3.7,118,0,1,2,2,12,3.0
22881,E2 - EntrÃÂÃÂÃÂÃÂ©e Envoy,0,0,3.5,13,0,1,3,2,12,3.0
22882,MOYASS,0,0,3.700448817952718,0,3,1,2,2,12,0.0
22883,Top Foam Parantha Roll & Juice Centre,0,0,3.5,13,0,1,4,2,12,3.0
22884,Shri Lakshami Venkateshwara Iyengar's Bakery,0,0,3.5,11,49,2,1,2,12,3.0
22885,Tandoor Hut,0,0,2.2,90,3,1,2,2,12,1.0
22886,Aha Juice Bar,0,0,3.6,13,0,1,2,2,12,3.0
22887,Shree Maruthi Sweets,0,0,3.2,4,49,1,2,2,12,3.0
22888,Ballava,0,0,3.3,5,3,1,2,2,12,3.0
22889,Cafe Club Kerala Restaurant,0,0,3.700448817952718,0,0,1,1,2,12,0.0
22890,Sapid,0,0,3.700448817952718,0,3,1,1,2,12,0.0
22891,Sapid.in,0,0,3.700448817952718,0,3,1,1,2,12,0.0
22892,Hotel Muthu,0,0,3.700448817952718,0,3,1,1,2,12,1.0
22893,Hotel Shyam Mangalam & Catering Service,0,0,3.700448817952718,0,3,1,3,2,12,0.0
22894,Watheen Nuts,0,0,3.700448817952718,0,0,2,1,2,12,0.0
22895,Thalassery Food Court,1,0,3.1,4,3,1,4,2,12,3.0
22896,House Of Candy,0,0,3.700448817952718,0,3,1,1,2,12,0.0
22897,Kolkata Kati Rolls,0,0,2.9,17,32,1,2,2,12,1.0
22898,Sandwich Mamas,0,0,3.2,4,3,1,1,2,12,1.0
22899,Foodiction,0,0,3.700448817952718,0,19,1,4,2,12,0.0
22900,Hotel Lakshmi Paradise,0,0,3.3,7,3,1,2,2,12,4.0
22901,Kamat,0,0,3.700448817952718,0,3,1,2,2,12,0.0
22902,Jugz Cafe,0,0,3.700448817952718,0,3,1,1,2,12,0.0
22903,Taste Of Home,0,0,3.700448817952718,0,3,2,3,2,12,0.0
22904,New Kabab Plaza,0,0,3.700448817952718,0,0,1,2,2,12,0.0
22905,Dastarkhan,0,0,3.700448817952718,0,3,1,1,2,12,0.0
22906,I-Scoop Cafe,1,0,3.700448817952718,0,32,1,3,2,12,0.0
22907,Sri Banashankari Biryani Kabab Centre,0,0,3.700448817952718,0,3,1,2,2,12,0.0
22908,The Sandesh Factory,0,0,3.2,4,3,1,2,2,12,0.0
22909,Natha & Lobo's,0,0,3.700448817952718,0,32,1,2,2,12,4.0
22910,Sri Basaveshwara Rotti Oota,0,0,3.700448817952718,0,32,1,2,2,12,0.0
22911,Sofiya Cakes,0,0,3.700448817952718,0,0,1,2,2,12,4.0
22912,Wow Vada Pav,0,0,3.700448817952718,0,3,1,2,2,12,1.0
22913,Magadh Jalpan,0,0,3.700448817952718,0,3,2,1,2,12,3.0
22914,Candy Cake,0,0,3.700448817952718,0,32,1,1,2,12,4.0
22915,Y Not Shawarma,0,0,3.700448817952718,0,0,1,1,2,12,4.0
22916,Dhe Chef Cafe,0,0,3.700448817952718,0,0,1,2,2,12,3.0
22917,Kopper Pot,0,0,3.700448817952718,0,3,1,1,2,12,0.0
22918,Tandoor Plaza,0,0,3.700448817952718,0,3,1,1,2,12,4.0
22919,The Table,0,0,3.700448817952718,0,32,1,2,2,12,0.0
22920,Foodies Club,1,0,3.4,5,0,1,5,2,12,0.0
22921,Chef Snow,0,0,3.700448817952718,0,3,1,2,2,12,2.0
22922,It's My Meal Food Service,0,0,3.700448817952718,0,22,1,2,2,12,0.0
22923,Udupi Biriyani Point,0,0,3.700448817952718,0,3,2,2,2,12,0.0
22924,Fresh Code,0,0,3.700448817952718,0,3,2,2,2,12,4.0
22925,A-1 Chicken Biriyani & Kababs,0,0,3.700448817952718,0,3,1,1,2,12,0.0
22926,The Ocean Kitchen,0,0,3.700448817952718,0,3,1,4,2,12,0.0
22927,Smooth,0,0,3.700448817952718,0,3,1,2,2,12,0.0
22928,The Denny's,0,0,3.7,93,32,1,2,2,12,3.0
22930,Bhukkad,0,0,3.1,7,3,1,2,2,12,3.0
22931,Bay Root,0,0,3.7,24,0,1,2,2,12,3.0
22932,Ambur Hotel,0,0,3.700448817952718,0,3,1,1,2,12,3.0
22933,BTM Cakes,1,0,3.3,8,0,1,2,2,12,3.0
22934,Vasudev Adiga's,0,0,2.3,291,3,1,4,2,12,1.0
22935,Marunadan Kada,0,0,3.3,6,0,1,2,2,12,4.0
22937,Shiv Sagar,0,0,3.6,10,3,1,2,2,12,3.0
22938,Davanagere Benne Dosa,0,0,3.700448817952718,0,32,1,1,2,12,3.0
22939,Amjad Bhai's Star Hotel - Home Food Only,0,0,3.700448817952718,0,0,1,2,2,12,0.0
22940,Kamat Swaad,0,0,3.9,194,29,1,3,2,12,3.0
22941,Al Khaleej Snacks Corner,0,0,3.700448817952718,0,32,1,3,2,12,0.0
22942,Sk Grand Hotel,0,0,3.2,6,32,1,1,2,12,1.0
22943,Chefie,1,0,3.3,14,29,2,4,2,12,3.0
22944,Red Chilli,1,0,3.700448817952718,0,0,1,2,2,12,3.0
22945,Melting Pot at Woodrose,1,0,3.7,19,29,1,1,2,12,3.0
22946,Kanhaiyas,0,0,3.6,10,3,1,1,2,12,3.0
22947,Juice Lounge,1,0,3.1,28,0,1,2,2,12,3.0
22948,Sri Krishna Delight,0,0,3.700448817952718,0,0,1,2,2,12,3.0
22949,Dakshin Food Palace,1,0,3.7,43,29,1,3,2,12,3.0
22950,Mumbai Kulfi,1,0,3.700448817952718,0,56,1,2,2,12,2.0
22951,Tandoor Nation,1,0,3.0,39,0,1,2,2,12,3.0
22952,Indian Kitchen Eateries-IKE,1,0,3.4,8,0,1,1,2,12,4.0
22953,Sakshi,1,0,3.0,38,3,1,4,2,12,4.0
22954,Darjeeling Momo Adda,1,0,3.1,81,3,1,4,2,12,1.0
22955,Al Habibi Restaurant,1,0,3.5,17,0,1,2,2,12,3.0
22956,The Little Kitchen,1,0,3.4,8,29,1,2,2,12,3.0
22957,RCS Kitchen,1,0,3.3,34,0,1,1,2,12,3.0
22958,Special Biriyani,0,0,2.9,4,29,1,2,2,12,4.0
22959,Best Shawarmas,1,0,3.700448817952718,0,0,1,1,2,12,0.0
22960,Laa Raiba Restaurant,0,0,3.3,7,3,1,3,2,12,1.0
22961,The Tucck Box,0,0,3.4,7,29,1,2,2,12,3.0
22962,Bhavani Upahara,1,0,3.3,9,3,1,1,2,12,4.0
22963,Parivar,1,0,3.8,109,32,1,2,2,12,3.0
22964,Sampoorna,1,0,3.6,70,29,1,2,2,12,3.0
22965,Cafe Mist,1,0,3.8,187,29,1,4,2,12,3.0
22966,Kesar Restaurant,1,0,3.6,48,29,1,3,2,12,3.0
22967,Food Singh,1,0,3.700448817952718,0,49,1,1,2,12,0.0
22968,Hottey Smokey,1,0,3.700448817952718,0,29,1,3,2,12,3.0
22969,The Duke of Juices,1,0,3.700448817952718,0,29,1,3,2,12,3.0
22970,Kababji Cafe,1,0,3.700448817952718,0,29,1,5,2,12,3.0
22971,Sri Balaji Chats and Icecreams,0,0,3.700448817952718,0,7,1,1,2,12,0.0
22972,Sethi's,1,0,3.700448817952718,0,49,1,3,2,12,0.0
22973,Navab's,1,0,3.700448817952718,0,49,1,2,2,12,0.0
22975,Bullet Biryani,1,0,3.2,9,0,2,1,2,12,0.0
22977,Lunch & Munch,1,0,3.700448817952718,0,0,1,3,2,12,1.0
22978,Biryani Spot,1,0,3.5,9,0,1,2,2,12,3.0
22979,Namma Halli Jonne Biryani,1,0,3.3,4,3,1,1,2,12,4.0
22980,Rayalaseema Ruchulu,1,0,3.700448817952718,0,0,1,2,2,12,0.0
22981,La Passion Cafe,1,0,3.700448817952718,0,0,1,1,2,12,0.0
22982,Insta Cafe,1,0,2.9,7,0,1,5,2,12,3.0
22983,Deja Vu Resto Bar,1,1,4.4,2496,3,1,2,2,12,3.0
22984,Bhojan@99,1,0,3.700448817952718,0,3,1,1,2,12,0.0
22985,Hyderabad Express,1,0,3.700448817952718,0,1,1,2,2,12,3.0
22986,Two Friends Cauldron,1,1,4.1,459,29,1,3,3,12,3.0
22987,Slate Cafe,1,0,4.1,53,29,1,3,3,12,3.0
22988,Mango Greens,0,1,3.9,48,29,1,3,3,12,3.0
22989,Cakewala,1,0,4.1,232,29,1,2,3,12,3.0
22990,Dream a Dozen,1,0,4.3,134,29,1,2,3,12,3.0
22991,Kanti Sweets,1,0,4.0,183,29,1,2,3,12,3.0
22992,Pancuzzi,1,0,4.2,170,29,1,3,3,12,3.0
22993,Cafe Zuppa,1,0,3.700448817952718,0,29,1,3,3,12,1.0
22994,Roll Over,1,0,4.1,240,29,1,3,3,12,3.0
22995,Polar Bear,1,0,4.2,213,29,1,4,3,12,3.0
22996,Stoned Monkey,1,0,3.9,240,29,1,2,3,12,3.0
22997,World of Waffles,1,0,3.9,181,29,1,1,3,12,3.0
22998,TAB - Take A Break,0,0,4.1,522,29,1,3,3,12,3.0
22999,KC Das - Sai Sweets,0,0,2.9,56,29,2,2,3,12,3.0
23000,Multi Cakes,0,0,3.8,73,29,1,2,3,12,3.0
23001,Amma's Pastries,0,0,3.5,12,29,1,1,3,12,3.0
23002,Apsara Ice Cream,0,0,4.3,251,29,1,2,3,12,3.0
23003,Baskin Robbins,0,0,3.9,86,29,1,1,3,12,3.0
23004,Cakes And Crumbs,0,0,3.4,8,29,1,1,3,12,3.0
23005,Crafted Plate,1,1,4.2,239,29,2,6,3,12,3.0
23006,Cafe Hops,0,0,3.7,24,29,1,2,3,12,3.0
23007,Cream Stone,0,0,4.0,321,29,1,2,3,12,3.0
23008,Me And My Cake,1,0,3.1,8,29,1,2,3,12,2.0
23009,Arun Icecreams,0,0,3.4,6,29,1,1,3,12,3.0
23010,The Cake Zone,0,0,3.700448817952718,0,29,1,1,3,12,0.0
23011,Cariocake,0,0,3.9,56,29,1,2,3,12,3.0
23012,Bombay Kulfis,0,0,3.700448817952718,0,29,1,1,3,12,0.0
23013,Sweet Truth,1,0,3.8,51,29,1,2,3,12,3.0
23014,Berrylicious,1,0,3.8,89,29,1,3,3,12,4.0
23015,Just Bake,0,0,3.4,25,29,1,2,3,12,3.0
23016,Daily Bread,0,0,3.2,63,29,2,3,3,12,3.0
23017,Asha Sweets Centre,1,0,3.9,42,29,1,2,3,12,3.0
23018,CakeZone,1,0,3.7,15,29,2,2,3,12,1.0
23019,Papacream,1,0,3.7,17,29,1,2,3,12,3.0
23020,Venkateshwara Sweets and Restaurant,0,0,3.6,41,29,2,4,3,12,3.0
23021,Cake Art,0,0,2.9,27,29,2,1,3,12,3.0
23022,Calvin's,0,0,2.9,231,29,1,3,3,12,3.0
23023,Mr. Meetharam,1,0,3.2,34,29,1,2,3,12,3.0
23024,Keventers,1,0,3.9,45,29,2,3,3,12,4.0
23025,Taaza Mithai,1,0,3.9,47,29,1,2,3,12,3.0
23026,Mini Forest,0,0,3.3,6,29,1,2,3,12,0.0
23027,Good Bread,0,0,3.6,14,29,1,2,3,12,3.0
23028,Kulfi & More,0,0,3.3,4,29,1,2,3,12,3.0
23029,"Malnad Blossom, Coffee & Cream",0,0,3.8,33,29,1,1,3,12,3.0
23030,Bake My Day,0,0,3.700448817952718,0,29,2,2,3,12,0.0
23031,The Cake Ville,1,0,3.2,18,29,2,3,3,12,3.0
23032,Delhi Sweets,0,0,3.1,10,29,1,2,3,12,3.0
23033,M. R. G Sweets Angadi,0,0,3.3,9,29,2,2,3,12,3.0
23034,Cakeship,0,0,3.700448817952718,0,29,1,2,3,12,0.0
23035,Sweet Melts,0,0,3.700448817952718,0,29,1,2,3,12,0.0
23036,Bake Addiction,1,0,4.1,91,29,1,2,3,12,3.0
23037,Bombay Kulfi,1,0,3.7,41,29,1,2,3,12,3.0
23038,Havmor,1,0,3.5,21,29,1,2,3,12,3.0
23039,INDULGE by InnerChef,1,0,3.700448817952718,0,29,1,2,3,12,0.0
23040,Dairy Day Corner,0,0,3.700448817952718,0,29,2,3,3,12,3.0
23041,Frozen Bottle,1,0,3.7,60,29,1,3,3,12,2.0
23042,Happiness Bars,0,0,3.2,5,29,1,1,3,12,2.0
23043,Cake N Cookies,0,0,3.700448817952718,0,29,1,1,3,12,0.0
23044,Iyengar's Bakery,0,0,3.700448817952718,0,29,1,2,3,12,0.0
23045,Cocoa 'n' CrÃÂÃÂÃÂÃÂ¨me,0,0,3.5,11,29,1,2,3,12,3.0
23046,Flying Cakes,0,0,3.700448817952718,0,29,1,1,3,12,0.0
23047,DG Juice Club,0,0,3.700448817952718,0,29,1,2,3,12,3.0
23048,Iyengar Cake Bites,0,0,3.700448817952718,0,29,1,1,3,12,0.0
23049,Home Treats,0,0,3.700448817952718,0,29,2,2,3,12,0.0
23050,90's Cafe,0,0,3.700448817952718,0,29,1,2,3,12,0.0
23051,Ice Land,1,0,3.6,34,29,1,2,3,12,3.0
23052,Mumbai Kulfi,1,0,3.700448817952718,0,29,1,2,3,12,1.0
23053,Lassi Shop,1,0,3.700448817952718,0,29,1,2,3,12,1.0
23054,The Chocolate Room,1,0,3.9,153,29,1,2,3,12,3.0
23055,The Cake Shop Mayura,0,0,3.6,13,29,1,2,3,12,3.0
23056,Artinci Artisanal Ice Cream,1,0,3.700448817952718,0,29,1,2,3,12,0.0
